year,cmun,mun,modality,tot_robs
2015,9002,Azcapotzalco,Con violencia,883.0
2015,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9002,Azcapotzalco,Robo de coche de 4 ruedas Con violencia,159.0
2015,9002,Azcapotzalco,Robo de coche de 4 ruedas Sin violencia,559.0
2015,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9002,Azcapotzalco,Robo de motocicleta Con violencia,53.0
2015,9002,Azcapotzalco,Robo de motocicleta Sin violencia,82.0
2015,9002,Azcapotzalco,Robo de tractores Con violencia,0.0
2015,9002,Azcapotzalco,Robo de tractores Sin violencia,0.0
2015,9002,Azcapotzalco,Sin violencia,2509.0
2015,9003,Coyoacán,Con violencia,1211.0
2015,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9003,Coyoacán,Robo de coche de 4 ruedas Con violencia,172.0
2015,9003,Coyoacán,Robo de coche de 4 ruedas Sin violencia,833.0
2015,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9003,Coyoacán,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9003,Coyoacán,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9003,Coyoacán,Robo de motocicleta Con violencia,17.0
2015,9003,Coyoacán,Robo de motocicleta Sin violencia,74.0
2015,9003,Coyoacán,Robo de tractores Con violencia,0.0
2015,9003,Coyoacán,Robo de tractores Sin violencia,0.0
2015,9003,Coyoacán,Sin violencia,3699.0
2015,9004,Cuajimalpa de Morelos,Con violencia,109.0
2015,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Con violencia,19.0
2015,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Sin violencia,66.0
2015,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9004,Cuajimalpa de Morelos,Robo de motocicleta Con violencia,1.0
2015,9004,Cuajimalpa de Morelos,Robo de motocicleta Sin violencia,5.0
2015,9004,Cuajimalpa de Morelos,Robo de tractores Con violencia,0.0
2015,9004,Cuajimalpa de Morelos,Robo de tractores Sin violencia,0.0
2015,9004,Cuajimalpa de Morelos,Sin violencia,727.0
2015,9005,Gustavo A. Madero,Con violencia,2891.0
2015,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Con violencia,530.0
2015,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Sin violencia,978.0
2015,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9005,Gustavo A. Madero,Robo de motocicleta Con violencia,164.0
2015,9005,Gustavo A. Madero,Robo de motocicleta Sin violencia,119.0
2015,9005,Gustavo A. Madero,Robo de tractores Con violencia,0.0
2015,9005,Gustavo A. Madero,Robo de tractores Sin violencia,2.0
2015,9005,Gustavo A. Madero,Sin violencia,4099.0
2015,9006,Iztacalco,Con violencia,1015.0
2015,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9006,Iztacalco,Robo de coche de 4 ruedas Con violencia,149.0
2015,9006,Iztacalco,Robo de coche de 4 ruedas Sin violencia,300.0
2015,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9006,Iztacalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9006,Iztacalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9006,Iztacalco,Robo de motocicleta Con violencia,53.0
2015,9006,Iztacalco,Robo de motocicleta Sin violencia,43.0
2015,9006,Iztacalco,Robo de tractores Con violencia,0.0
2015,9006,Iztacalco,Robo de tractores Sin violencia,0.0
2015,9006,Iztacalco,Sin violencia,1441.0
2015,9007,Iztapalapa,Con violencia,4328.0
2015,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9007,Iztapalapa,Robo de coche de 4 ruedas Con violencia,805.0
2015,9007,Iztapalapa,Robo de coche de 4 ruedas Sin violencia,1369.0
2015,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9007,Iztapalapa,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9007,Iztapalapa,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9007,Iztapalapa,Robo de motocicleta Con violencia,149.0
2015,9007,Iztapalapa,Robo de motocicleta Sin violencia,194.0
2015,9007,Iztapalapa,Robo de tractores Con violencia,2.0
2015,9007,Iztapalapa,Robo de tractores Sin violencia,0.0
2015,9007,Iztapalapa,Sin violencia,5799.0
2015,9008,La Magdalena Contreras,Con violencia,166.0
2015,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Con violencia,37.0
2015,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Sin violencia,116.0
2015,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9008,La Magdalena Contreras,Robo de motocicleta Con violencia,3.0
2015,9008,La Magdalena Contreras,Robo de motocicleta Sin violencia,9.0
2015,9008,La Magdalena Contreras,Robo de tractores Con violencia,0.0
2015,9008,La Magdalena Contreras,Robo de tractores Sin violencia,0.0
2015,9008,La Magdalena Contreras,Sin violencia,479.0
2015,9009,Milpa Alta,Con violencia,45.0
2015,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9009,Milpa Alta,Robo de coche de 4 ruedas Con violencia,22.0
2015,9009,Milpa Alta,Robo de coche de 4 ruedas Sin violencia,57.0
2015,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9009,Milpa Alta,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9009,Milpa Alta,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9009,Milpa Alta,Robo de motocicleta Con violencia,2.0
2015,9009,Milpa Alta,Robo de motocicleta Sin violencia,3.0
2015,9009,Milpa Alta,Robo de tractores Con violencia,0.0
2015,9009,Milpa Alta,Robo de tractores Sin violencia,0.0
2015,9009,Milpa Alta,Sin violencia,158.0
2015,9010,Álvaro Obregón,Con violencia,1337.0
2015,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9010,Álvaro Obregón,Robo de coche de 4 ruedas Con violencia,140.0
2015,9010,Álvaro Obregón,Robo de coche de 4 ruedas Sin violencia,519.0
2015,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9010,Álvaro Obregón,Robo de motocicleta Con violencia,16.0
2015,9010,Álvaro Obregón,Robo de motocicleta Sin violencia,54.0
2015,9010,Álvaro Obregón,Robo de tractores Con violencia,0.0
2015,9010,Álvaro Obregón,Robo de tractores Sin violencia,0.0
2015,9010,Álvaro Obregón,Sin violencia,2660.0
2015,9011,Tláhuac,Con violencia,430.0
2015,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9011,Tláhuac,Robo de coche de 4 ruedas Con violencia,76.0
2015,9011,Tláhuac,Robo de coche de 4 ruedas Sin violencia,211.0
2015,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9011,Tláhuac,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9011,Tláhuac,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9011,Tláhuac,Robo de motocicleta Con violencia,25.0
2015,9011,Tláhuac,Robo de motocicleta Sin violencia,40.0
2015,9011,Tláhuac,Robo de tractores Con violencia,0.0
2015,9011,Tláhuac,Robo de tractores Sin violencia,0.0
2015,9011,Tláhuac,Sin violencia,653.0
2015,9012,Tlalpan,Con violencia,776.0
2015,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9012,Tlalpan,Robo de coche de 4 ruedas Con violencia,219.0
2015,9012,Tlalpan,Robo de coche de 4 ruedas Sin violencia,493.0
2015,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9012,Tlalpan,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9012,Tlalpan,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9012,Tlalpan,Robo de motocicleta Con violencia,16.0
2015,9012,Tlalpan,Robo de motocicleta Sin violencia,32.0
2015,9012,Tlalpan,Robo de tractores Con violencia,0.0
2015,9012,Tlalpan,Robo de tractores Sin violencia,1.0
2015,9012,Tlalpan,Sin violencia,2996.0
2015,9013,Xochimilco,Con violencia,600.0
2015,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9013,Xochimilco,Robo de coche de 4 ruedas Con violencia,89.0
2015,9013,Xochimilco,Robo de coche de 4 ruedas Sin violencia,352.0
2015,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9013,Xochimilco,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9013,Xochimilco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9013,Xochimilco,Robo de motocicleta Con violencia,30.0
2015,9013,Xochimilco,Robo de motocicleta Sin violencia,56.0
2015,9013,Xochimilco,Robo de tractores Con violencia,0.0
2015,9013,Xochimilco,Robo de tractores Sin violencia,0.0
2015,9013,Xochimilco,Sin violencia,1315.0
2015,9014,Benito Juárez,Con violencia,882.0
2015,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9014,Benito Juárez,Robo de coche de 4 ruedas Con violencia,219.0
2015,9014,Benito Juárez,Robo de coche de 4 ruedas Sin violencia,591.0
2015,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9014,Benito Juárez,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9014,Benito Juárez,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9014,Benito Juárez,Robo de motocicleta Con violencia,29.0
2015,9014,Benito Juárez,Robo de motocicleta Sin violencia,118.0
2015,9014,Benito Juárez,Robo de tractores Con violencia,0.0
2015,9014,Benito Juárez,Robo de tractores Sin violencia,0.0
2015,9014,Benito Juárez,Sin violencia,4441.0
2015,9015,Cuauhtémoc,Con violencia,2834.0
2015,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2015,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2015,9015,Cuauhtémoc,Robo de coche de 4 ruedas Con violencia,125.0
2015,9015,Cuauhtémoc,Robo de coche de 4 ruedas Sin violencia,446.0
2015,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2015,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2015,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Con violencia,0.0
2015,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Sin violencia,0.0
2015,9015,Cuauhtémoc,Robo de motocicleta Con violencia,107.0
2015,9015,Cuauhtémoc,Robo de motocicleta Sin violencia,175.0
2015,9015,Cuauhtémoc,Robo de tractores Con violencia,0.0
2015,9015,Cuauhtémoc,Robo de tractores Sin violencia,0.0
2015,9015,Cuauhtémoc,Sin violencia,8312.0
2016,9002,Azcapotzalco,Con violencia,970.0
2016,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9002,Azcapotzalco,Robo de coche de 4 ruedas Con violencia,136.0
2016,9002,Azcapotzalco,Robo de coche de 4 ruedas Sin violencia,452.0
2016,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9002,Azcapotzalco,Robo de motocicleta Con violencia,68.0
2016,9002,Azcapotzalco,Robo de motocicleta Sin violencia,82.0
2016,9002,Azcapotzalco,Robo de tractores Con violencia,0.0
2016,9002,Azcapotzalco,Robo de tractores Sin violencia,0.0
2016,9002,Azcapotzalco,Sin violencia,3018.0
2016,9003,Coyoacán,Con violencia,1073.0
2016,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9003,Coyoacán,Robo de coche de 4 ruedas Con violencia,145.0
2016,9003,Coyoacán,Robo de coche de 4 ruedas Sin violencia,630.0
2016,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9003,Coyoacán,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9003,Coyoacán,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9003,Coyoacán,Robo de motocicleta Con violencia,37.0
2016,9003,Coyoacán,Robo de motocicleta Sin violencia,46.0
2016,9003,Coyoacán,Robo de tractores Con violencia,1.0
2016,9003,Coyoacán,Robo de tractores Sin violencia,0.0
2016,9003,Coyoacán,Sin violencia,4100.0
2016,9004,Cuajimalpa de Morelos,Con violencia,96.0
2016,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Con violencia,25.0
2016,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Sin violencia,42.0
2016,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9004,Cuajimalpa de Morelos,Robo de motocicleta Con violencia,0.0
2016,9004,Cuajimalpa de Morelos,Robo de motocicleta Sin violencia,14.0
2016,9004,Cuajimalpa de Morelos,Robo de tractores Con violencia,0.0
2016,9004,Cuajimalpa de Morelos,Robo de tractores Sin violencia,0.0
2016,9004,Cuajimalpa de Morelos,Sin violencia,782.0
2016,9005,Gustavo A. Madero,Con violencia,2247.0
2016,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Con violencia,612.0
2016,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Sin violencia,947.0
2016,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9005,Gustavo A. Madero,Robo de motocicleta Con violencia,171.0
2016,9005,Gustavo A. Madero,Robo de motocicleta Sin violencia,133.0
2016,9005,Gustavo A. Madero,Robo de tractores Con violencia,0.0
2016,9005,Gustavo A. Madero,Robo de tractores Sin violencia,0.0
2016,9005,Gustavo A. Madero,Sin violencia,4193.0
2016,9006,Iztacalco,Con violencia,889.0
2016,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9006,Iztacalco,Robo de coche de 4 ruedas Con violencia,148.0
2016,9006,Iztacalco,Robo de coche de 4 ruedas Sin violencia,283.0
2016,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9006,Iztacalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9006,Iztacalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9006,Iztacalco,Robo de motocicleta Con violencia,28.0
2016,9006,Iztacalco,Robo de motocicleta Sin violencia,37.0
2016,9006,Iztacalco,Robo de tractores Con violencia,0.0
2016,9006,Iztacalco,Robo de tractores Sin violencia,0.0
2016,9006,Iztacalco,Sin violencia,1920.0
2016,9007,Iztapalapa,Con violencia,3786.0
2016,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9007,Iztapalapa,Robo de coche de 4 ruedas Con violencia,837.0
2016,9007,Iztapalapa,Robo de coche de 4 ruedas Sin violencia,1047.0
2016,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9007,Iztapalapa,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9007,Iztapalapa,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9007,Iztapalapa,Robo de motocicleta Con violencia,155.0
2016,9007,Iztapalapa,Robo de motocicleta Sin violencia,231.0
2016,9007,Iztapalapa,Robo de tractores Con violencia,4.0
2016,9007,Iztapalapa,Robo de tractores Sin violencia,0.0
2016,9007,Iztapalapa,Sin violencia,6751.0
2016,9008,La Magdalena Contreras,Con violencia,192.0
2016,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2016,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2016,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Con violencia,32.0
2016,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Sin violencia,110.0
2016,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2016,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2016,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Con violencia,0.0
2016,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Sin violencia,0.0
2016,9008,La Magdalena Contreras,Robo de motocicleta Con violencia,3.0
