year,cmun,mun,modality,tot_robs
2017,9015,Cuauhtémoc,Sin violencia,12252.0
2018,9002,Azcapotzalco,Con violencia,2232.0
2018,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9002,Azcapotzalco,Robo de coche de 4 ruedas Con violencia,229.0
2018,9002,Azcapotzalco,Robo de coche de 4 ruedas Sin violencia,452.0
2018,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9002,Azcapotzalco,Robo de motocicleta Con violencia,62.0
2018,9002,Azcapotzalco,Robo de motocicleta Sin violencia,76.0
2018,9002,Azcapotzalco,Robo de tractores Con violencia,0.0
2018,9002,Azcapotzalco,Robo de tractores Sin violencia,0.0
2018,9002,Azcapotzalco,Sin violencia,3743.0
2018,9003,Coyoacán,Con violencia,1795.0
2018,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9003,Coyoacán,Robo de coche de 4 ruedas Con violencia,179.0
2018,9003,Coyoacán,Robo de coche de 4 ruedas Sin violencia,664.0
2018,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9003,Coyoacán,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9003,Coyoacán,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9003,Coyoacán,Robo de motocicleta Con violencia,67.0
2018,9003,Coyoacán,Robo de motocicleta Sin violencia,108.0
2018,9003,Coyoacán,Robo de tractores Con violencia,2.0
2018,9003,Coyoacán,Robo de tractores Sin violencia,0.0
2018,9003,Coyoacán,Sin violencia,5328.0
2018,9004,Cuajimalpa de Morelos,Con violencia,210.0
2018,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Con violencia,25.0
2018,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Sin violencia,57.0
2018,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9004,Cuajimalpa de Morelos,Robo de motocicleta Con violencia,4.0
2018,9004,Cuajimalpa de Morelos,Robo de motocicleta Sin violencia,22.0
2018,9004,Cuajimalpa de Morelos,Robo de tractores Con violencia,0.0
2018,9004,Cuajimalpa de Morelos,Robo de tractores Sin violencia,1.0
2018,9004,Cuajimalpa de Morelos,Sin violencia,911.0
2018,9005,Gustavo A. Madero,Con violencia,3558.0
2018,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Con violencia,740.0
2018,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Sin violencia,1080.0
2018,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9005,Gustavo A. Madero,Robo de motocicleta Con violencia,93.0
2018,9005,Gustavo A. Madero,Robo de motocicleta Sin violencia,81.0
2018,9005,Gustavo A. Madero,Robo de tractores Con violencia,1.0
2018,9005,Gustavo A. Madero,Robo de tractores Sin violencia,0.0
2018,9005,Gustavo A. Madero,Sin violencia,6808.0
2018,9006,Iztacalco,Con violencia,2274.0
2018,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9006,Iztacalco,Robo de coche de 4 ruedas Con violencia,164.0
2018,9006,Iztacalco,Robo de coche de 4 ruedas Sin violencia,377.0
2018,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9006,Iztacalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9006,Iztacalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9006,Iztacalco,Robo de motocicleta Con violencia,60.0
2018,9006,Iztacalco,Robo de motocicleta Sin violencia,44.0
2018,9006,Iztacalco,Robo de tractores Con violencia,1.0
2018,9006,Iztacalco,Robo de tractores Sin violencia,0.0
2018,9006,Iztacalco,Sin violencia,2763.0
2018,9007,Iztapalapa,Con violencia,7592.0
2018,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9007,Iztapalapa,Robo de coche de 4 ruedas Con violencia,997.0
2018,9007,Iztapalapa,Robo de coche de 4 ruedas Sin violencia,1343.0
2018,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9007,Iztapalapa,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9007,Iztapalapa,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9007,Iztapalapa,Robo de motocicleta Con violencia,391.0
2018,9007,Iztapalapa,Robo de motocicleta Sin violencia,173.0
2018,9007,Iztapalapa,Robo de tractores Con violencia,2.0
2018,9007,Iztapalapa,Robo de tractores Sin violencia,1.0
2018,9007,Iztapalapa,Sin violencia,8499.0
2018,9008,La Magdalena Contreras,Con violencia,266.0
2018,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Con violencia,14.0
2018,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Sin violencia,116.0
2018,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9008,La Magdalena Contreras,Robo de motocicleta Con violencia,7.0
2018,9008,La Magdalena Contreras,Robo de motocicleta Sin violencia,12.0
2018,9008,La Magdalena Contreras,Robo de tractores Con violencia,0.0
2018,9008,La Magdalena Contreras,Robo de tractores Sin violencia,0.0
2018,9008,La Magdalena Contreras,Sin violencia,701.0
2018,9009,Milpa Alta,Con violencia,91.0
2018,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9009,Milpa Alta,Robo de coche de 4 ruedas Con violencia,28.0
2018,9009,Milpa Alta,Robo de coche de 4 ruedas Sin violencia,68.0
2018,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9009,Milpa Alta,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9009,Milpa Alta,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9009,Milpa Alta,Robo de motocicleta Con violencia,5.0
2018,9009,Milpa Alta,Robo de motocicleta Sin violencia,11.0
2018,9009,Milpa Alta,Robo de tractores Con violencia,0.0
2018,9009,Milpa Alta,Robo de tractores Sin violencia,0.0
2018,9009,Milpa Alta,Sin violencia,268.0
2018,9010,Álvaro Obregón,Con violencia,2908.0
2018,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9010,Álvaro Obregón,Robo de coche de 4 ruedas Con violencia,208.0
2018,9010,Álvaro Obregón,Robo de coche de 4 ruedas Sin violencia,506.0
2018,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9010,Álvaro Obregón,Robo de motocicleta Con violencia,59.0
2018,9010,Álvaro Obregón,Robo de motocicleta Sin violencia,67.0
2018,9010,Álvaro Obregón,Robo de tractores Con violencia,3.0
2018,9010,Álvaro Obregón,Robo de tractores Sin violencia,0.0
2018,9010,Álvaro Obregón,Sin violencia,4133.0
2018,9011,Tláhuac,Con violencia,788.0
2018,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9011,Tláhuac,Robo de coche de 4 ruedas Con violencia,124.0
2018,9011,Tláhuac,Robo de coche de 4 ruedas Sin violencia,188.0
2018,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9011,Tláhuac,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9011,Tláhuac,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9011,Tláhuac,Robo de motocicleta Con violencia,75.0
2018,9011,Tláhuac,Robo de motocicleta Sin violencia,45.0
2018,9011,Tláhuac,Robo de tractores Con violencia,3.0
2018,9011,Tláhuac,Robo de tractores Sin violencia,2.0
2018,9011,Tláhuac,Sin violencia,1078.0
2018,9012,Tlalpan,Con violencia,1250.0
2018,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9012,Tlalpan,Robo de coche de 4 ruedas Con violencia,272.0
2018,9012,Tlalpan,Robo de coche de 4 ruedas Sin violencia,607.0
2018,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9012,Tlalpan,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9012,Tlalpan,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9012,Tlalpan,Robo de motocicleta Con violencia,34.0
2018,9012,Tlalpan,Robo de motocicleta Sin violencia,50.0
2018,9012,Tlalpan,Robo de tractores Con violencia,1.0
2018,9012,Tlalpan,Robo de tractores Sin violencia,0.0
2018,9012,Tlalpan,Sin violencia,3687.0
2018,9013,Xochimilco,Con violencia,1146.0
2018,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9013,Xochimilco,Robo de coche de 4 ruedas Con violencia,117.0
2018,9013,Xochimilco,Robo de coche de 4 ruedas Sin violencia,371.0
2018,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9013,Xochimilco,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9013,Xochimilco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9013,Xochimilco,Robo de motocicleta Con violencia,79.0
2018,9013,Xochimilco,Robo de motocicleta Sin violencia,85.0
2018,9013,Xochimilco,Robo de tractores Con violencia,6.0
2018,9013,Xochimilco,Robo de tractores Sin violencia,0.0
2018,9013,Xochimilco,Sin violencia,1500.0
2018,9014,Benito Juárez,Con violencia,2490.0
2018,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9014,Benito Juárez,Robo de coche de 4 ruedas Con violencia,261.0
2018,9014,Benito Juárez,Robo de coche de 4 ruedas Sin violencia,780.0
2018,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9014,Benito Juárez,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9014,Benito Juárez,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9014,Benito Juárez,Robo de motocicleta Con violencia,40.0
2018,9014,Benito Juárez,Robo de motocicleta Sin violencia,117.0
2018,9014,Benito Juárez,Robo de tractores Con violencia,0.0
2018,9014,Benito Juárez,Robo de tractores Sin violencia,0.0
2018,9014,Benito Juárez,Sin violencia,8726.0
2018,9015,Cuauhtémoc,Con violencia,5779.0
2018,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2018,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2018,9015,Cuauhtémoc,Robo de coche de 4 ruedas Con violencia,136.0
2018,9015,Cuauhtémoc,Robo de coche de 4 ruedas Sin violencia,411.0
2018,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2018,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2018,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Con violencia,0.0
2018,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Sin violencia,0.0
2018,9015,Cuauhtémoc,Robo de motocicleta Con violencia,21.0
2018,9015,Cuauhtémoc,Robo de motocicleta Sin violencia,162.0
2018,9015,Cuauhtémoc,Robo de tractores Con violencia,0.0
2018,9015,Cuauhtémoc,Robo de tractores Sin violencia,0.0
2018,9015,Cuauhtémoc,Sin violencia,13766.0
2019,9002,Azcapotzalco,Con violencia,1738.0
2019,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9002,Azcapotzalco,Robo de coche de 4 ruedas Con violencia,225.0
2019,9002,Azcapotzalco,Robo de coche de 4 ruedas Sin violencia,324.0
2019,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9002,Azcapotzalco,Robo de motocicleta Con violencia,27.0
2019,9002,Azcapotzalco,Robo de motocicleta Sin violencia,52.0
2019,9002,Azcapotzalco,Robo de tractores Con violencia,0.0
2019,9002,Azcapotzalco,Robo de tractores Sin violencia,0.0
2019,9002,Azcapotzalco,Sin violencia,2766.0
2019,9003,Coyoacán,Con violencia,1209.0
2019,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9003,Coyoacán,Robo de coche de 4 ruedas Con violencia,177.0
2019,9003,Coyoacán,Robo de coche de 4 ruedas Sin violencia,639.0
2019,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9003,Coyoacán,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9003,Coyoacán,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9003,Coyoacán,Robo de motocicleta Con violencia,54.0
2019,9003,Coyoacán,Robo de motocicleta Sin violencia,122.0
2019,9003,Coyoacán,Robo de tractores Con violencia,0.0
2019,9003,Coyoacán,Robo de tractores Sin violencia,0.0
2019,9003,Coyoacán,Sin violencia,4889.0
2019,9004,Cuajimalpa de Morelos,Con violencia,193.0
2019,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Con violencia,15.0
2019,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Sin violencia,59.0
2019,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9004,Cuajimalpa de Morelos,Robo de motocicleta Con violencia,0.0
2019,9004,Cuajimalpa de Morelos,Robo de motocicleta Sin violencia,18.0
2019,9004,Cuajimalpa de Morelos,Robo de tractores Con violencia,0.0
2019,9004,Cuajimalpa de Morelos,Robo de tractores Sin violencia,0.0
2019,9004,Cuajimalpa de Morelos,Sin violencia,980.0
2019,9005,Gustavo A. Madero,Con violencia,3599.0
2019,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Con violencia,709.0
2019,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Sin violencia,869.0
2019,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9005,Gustavo A. Madero,Robo de motocicleta Con violencia,85.0
2019,9005,Gustavo A. Madero,Robo de motocicleta Sin violencia,161.0
2019,9005,Gustavo A. Madero,Robo de tractores Con violencia,1.0
2019,9005,Gustavo A. Madero,Robo de tractores Sin violencia,0.0
2019,9005,Gustavo A. Madero,Sin violencia,5249.0
2019,9006,Iztacalco,Con violencia,2093.0
2019,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9006,Iztacalco,Robo de coche de 4 ruedas Con violencia,127.0
2019,9006,Iztacalco,Robo de coche de 4 ruedas Sin violencia,395.0
2019,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9006,Iztacalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9006,Iztacalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9006,Iztacalco,Robo de motocicleta Con violencia,66.0
2019,9006,Iztacalco,Robo de motocicleta Sin violencia,47.0
2019,9006,Iztacalco,Robo de tractores Con violencia,0.0
2019,9006,Iztacalco,Robo de tractores Sin violencia,1.0
2019,9006,Iztacalco,Sin violencia,2109.0
2019,9007,Iztapalapa,Con violencia,6925.0
2019,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9007,Iztapalapa,Robo de coche de 4 ruedas Con violencia,773.0
2019,9007,Iztapalapa,Robo de coche de 4 ruedas Sin violencia,1369.0
2019,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9007,Iztapalapa,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9007,Iztapalapa,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9007,Iztapalapa,Robo de motocicleta Con violencia,250.0
2019,9007,Iztapalapa,Robo de motocicleta Sin violencia,228.0
2019,9007,Iztapalapa,Robo de tractores Con violencia,7.0
2019,9007,Iztapalapa,Robo de tractores Sin violencia,1.0
2019,9007,Iztapalapa,Sin violencia,8077.0
2019,9008,La Magdalena Contreras,Con violencia,309.0
2019,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Con violencia,27.0
2019,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Sin violencia,145.0
2019,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9008,La Magdalena Contreras,Robo de motocicleta Con violencia,14.0
