year,cmun,mun,modality,tot_robs
2019,9008,La Magdalena Contreras,Robo de motocicleta Sin violencia,26.0
2019,9008,La Magdalena Contreras,Robo de tractores Con violencia,0.0
2019,9008,La Magdalena Contreras,Robo de tractores Sin violencia,0.0
2019,9008,La Magdalena Contreras,Sin violencia,718.0
2019,9009,Milpa Alta,Con violencia,95.0
2019,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9009,Milpa Alta,Robo de coche de 4 ruedas Con violencia,21.0
2019,9009,Milpa Alta,Robo de coche de 4 ruedas Sin violencia,50.0
2019,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9009,Milpa Alta,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9009,Milpa Alta,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9009,Milpa Alta,Robo de motocicleta Con violencia,2.0
2019,9009,Milpa Alta,Robo de motocicleta Sin violencia,8.0
2019,9009,Milpa Alta,Robo de tractores Con violencia,0.0
2019,9009,Milpa Alta,Robo de tractores Sin violencia,0.0
2019,9009,Milpa Alta,Sin violencia,219.0
2019,9010,Álvaro Obregón,Con violencia,3078.0
2019,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9010,Álvaro Obregón,Robo de coche de 4 ruedas Con violencia,232.0
2019,9010,Álvaro Obregón,Robo de coche de 4 ruedas Sin violencia,559.0
2019,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9010,Álvaro Obregón,Robo de motocicleta Con violencia,57.0
2019,9010,Álvaro Obregón,Robo de motocicleta Sin violencia,105.0
2019,9010,Álvaro Obregón,Robo de tractores Con violencia,0.0
2019,9010,Álvaro Obregón,Robo de tractores Sin violencia,2.0
2019,9010,Álvaro Obregón,Sin violencia,4093.0
2019,9011,Tláhuac,Con violencia,841.0
2019,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9011,Tláhuac,Robo de coche de 4 ruedas Con violencia,109.0
2019,9011,Tláhuac,Robo de coche de 4 ruedas Sin violencia,241.0
2019,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9011,Tláhuac,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9011,Tláhuac,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9011,Tláhuac,Robo de motocicleta Con violencia,42.0
2019,9011,Tláhuac,Robo de motocicleta Sin violencia,43.0
2019,9011,Tláhuac,Robo de tractores Con violencia,4.0
2019,9011,Tláhuac,Robo de tractores Sin violencia,1.0
2019,9011,Tláhuac,Sin violencia,932.0
2019,9012,Tlalpan,Con violencia,1090.0
2019,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9012,Tlalpan,Robo de coche de 4 ruedas Con violencia,338.0
2019,9012,Tlalpan,Robo de coche de 4 ruedas Sin violencia,616.0
2019,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9012,Tlalpan,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9012,Tlalpan,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9012,Tlalpan,Robo de motocicleta Con violencia,47.0
2019,9012,Tlalpan,Robo de motocicleta Sin violencia,70.0
2019,9012,Tlalpan,Robo de tractores Con violencia,1.0
2019,9012,Tlalpan,Robo de tractores Sin violencia,0.0
2019,9012,Tlalpan,Sin violencia,4052.0
2019,9013,Xochimilco,Con violencia,996.0
2019,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9013,Xochimilco,Robo de coche de 4 ruedas Con violencia,143.0
2019,9013,Xochimilco,Robo de coche de 4 ruedas Sin violencia,321.0
2019,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9013,Xochimilco,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9013,Xochimilco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9013,Xochimilco,Robo de motocicleta Con violencia,72.0
2019,9013,Xochimilco,Robo de motocicleta Sin violencia,65.0
2019,9013,Xochimilco,Robo de tractores Con violencia,1.0
2019,9013,Xochimilco,Robo de tractores Sin violencia,3.0
2019,9013,Xochimilco,Sin violencia,1406.0
2019,9014,Benito Juárez,Con violencia,1804.0
2019,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9014,Benito Juárez,Robo de coche de 4 ruedas Con violencia,149.0
2019,9014,Benito Juárez,Robo de coche de 4 ruedas Sin violencia,533.0
2019,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9014,Benito Juárez,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9014,Benito Juárez,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9014,Benito Juárez,Robo de motocicleta Con violencia,37.0
2019,9014,Benito Juárez,Robo de motocicleta Sin violencia,181.0
2019,9014,Benito Juárez,Robo de tractores Con violencia,2.0
2019,9014,Benito Juárez,Robo de tractores Sin violencia,0.0
2019,9014,Benito Juárez,Sin violencia,7917.0
2019,9015,Cuauhtémoc,Con violencia,3679.0
2019,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2019,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2019,9015,Cuauhtémoc,Robo de coche de 4 ruedas Con violencia,96.0
2019,9015,Cuauhtémoc,Robo de coche de 4 ruedas Sin violencia,299.0
2019,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2019,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2019,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Con violencia,0.0
2019,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Sin violencia,0.0
2019,9015,Cuauhtémoc,Robo de motocicleta Con violencia,35.0
2019,9015,Cuauhtémoc,Robo de motocicleta Sin violencia,229.0
2019,9015,Cuauhtémoc,Robo de tractores Con violencia,0.0
2019,9015,Cuauhtémoc,Robo de tractores Sin violencia,1.0
2019,9015,Cuauhtémoc,Sin violencia,11634.0
2020,9002,Azcapotzalco,Con violencia,1624.0
2020,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9002,Azcapotzalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9002,Azcapotzalco,Robo de coche de 4 ruedas Con violencia,152.0
2020,9002,Azcapotzalco,Robo de coche de 4 ruedas Sin violencia,308.0
2020,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9002,Azcapotzalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9002,Azcapotzalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9002,Azcapotzalco,Robo de motocicleta Con violencia,29.0
2020,9002,Azcapotzalco,Robo de motocicleta Sin violencia,29.0
2020,9002,Azcapotzalco,Robo de tractores Con violencia,0.0
2020,9002,Azcapotzalco,Robo de tractores Sin violencia,1.0
2020,9002,Azcapotzalco,Sin violencia,2304.0
2020,9003,Coyoacán,Con violencia,927.0
2020,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9003,Coyoacán,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9003,Coyoacán,Robo de coche de 4 ruedas Con violencia,157.0
2020,9003,Coyoacán,Robo de coche de 4 ruedas Sin violencia,476.0
2020,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9003,Coyoacán,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9003,Coyoacán,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9003,Coyoacán,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9003,Coyoacán,Robo de motocicleta Con violencia,30.0
2020,9003,Coyoacán,Robo de motocicleta Sin violencia,134.0
2020,9003,Coyoacán,Robo de tractores Con violencia,1.0
2020,9003,Coyoacán,Robo de tractores Sin violencia,1.0
2020,9003,Coyoacán,Sin violencia,4070.0
2020,9004,Cuajimalpa de Morelos,Con violencia,191.0
2020,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9004,Cuajimalpa de Morelos,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Con violencia,8.0
2020,9004,Cuajimalpa de Morelos,Robo de coche de 4 ruedas Sin violencia,58.0
2020,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9004,Cuajimalpa de Morelos,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9004,Cuajimalpa de Morelos,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9004,Cuajimalpa de Morelos,Robo de motocicleta Con violencia,4.0
2020,9004,Cuajimalpa de Morelos,Robo de motocicleta Sin violencia,14.0
2020,9004,Cuajimalpa de Morelos,Robo de tractores Con violencia,0.0
2020,9004,Cuajimalpa de Morelos,Robo de tractores Sin violencia,0.0
2020,9004,Cuajimalpa de Morelos,Sin violencia,731.0
2020,9005,Gustavo A. Madero,Con violencia,2240.0
2020,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9005,Gustavo A. Madero,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Con violencia,452.0
2020,9005,Gustavo A. Madero,Robo de coche de 4 ruedas Sin violencia,641.0
2020,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9005,Gustavo A. Madero,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9005,Gustavo A. Madero,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9005,Gustavo A. Madero,Robo de motocicleta Con violencia,62.0
2020,9005,Gustavo A. Madero,Robo de motocicleta Sin violencia,99.0
2020,9005,Gustavo A. Madero,Robo de tractores Con violencia,2.0
2020,9005,Gustavo A. Madero,Robo de tractores Sin violencia,0.0
2020,9005,Gustavo A. Madero,Sin violencia,4250.0
2020,9006,Iztacalco,Con violencia,1053.0
2020,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9006,Iztacalco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9006,Iztacalco,Robo de coche de 4 ruedas Con violencia,108.0
2020,9006,Iztacalco,Robo de coche de 4 ruedas Sin violencia,274.0
2020,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9006,Iztacalco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9006,Iztacalco,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9006,Iztacalco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9006,Iztacalco,Robo de motocicleta Con violencia,48.0
2020,9006,Iztacalco,Robo de motocicleta Sin violencia,44.0
2020,9006,Iztacalco,Robo de tractores Con violencia,2.0
2020,9006,Iztacalco,Robo de tractores Sin violencia,1.0
2020,9006,Iztacalco,Sin violencia,1505.0
2020,9007,Iztapalapa,Con violencia,4819.0
2020,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9007,Iztapalapa,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9007,Iztapalapa,Robo de coche de 4 ruedas Con violencia,589.0
2020,9007,Iztapalapa,Robo de coche de 4 ruedas Sin violencia,996.0
2020,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9007,Iztapalapa,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9007,Iztapalapa,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9007,Iztapalapa,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9007,Iztapalapa,Robo de motocicleta Con violencia,203.0
2020,9007,Iztapalapa,Robo de motocicleta Sin violencia,251.0
2020,9007,Iztapalapa,Robo de tractores Con violencia,7.0
2020,9007,Iztapalapa,Robo de tractores Sin violencia,1.0
2020,9007,Iztapalapa,Sin violencia,5508.0
2020,9008,La Magdalena Contreras,Con violencia,251.0
2020,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9008,La Magdalena Contreras,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Con violencia,43.0
2020,9008,La Magdalena Contreras,Robo de coche de 4 ruedas Sin violencia,113.0
2020,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9008,La Magdalena Contreras,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9008,La Magdalena Contreras,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9008,La Magdalena Contreras,Robo de motocicleta Con violencia,12.0
2020,9008,La Magdalena Contreras,Robo de motocicleta Sin violencia,22.0
2020,9008,La Magdalena Contreras,Robo de tractores Con violencia,0.0
2020,9008,La Magdalena Contreras,Robo de tractores Sin violencia,0.0
2020,9008,La Magdalena Contreras,Sin violencia,535.0
2020,9009,Milpa Alta,Con violencia,80.0
2020,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9009,Milpa Alta,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9009,Milpa Alta,Robo de coche de 4 ruedas Con violencia,28.0
2020,9009,Milpa Alta,Robo de coche de 4 ruedas Sin violencia,51.0
2020,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9009,Milpa Alta,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9009,Milpa Alta,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9009,Milpa Alta,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9009,Milpa Alta,Robo de motocicleta Con violencia,3.0
2020,9009,Milpa Alta,Robo de motocicleta Sin violencia,7.0
2020,9009,Milpa Alta,Robo de tractores Con violencia,0.0
2020,9009,Milpa Alta,Robo de tractores Sin violencia,0.0
2020,9009,Milpa Alta,Sin violencia,202.0
2020,9010,Álvaro Obregón,Con violencia,2190.0
2020,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9010,Álvaro Obregón,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9010,Álvaro Obregón,Robo de coche de 4 ruedas Con violencia,164.0
2020,9010,Álvaro Obregón,Robo de coche de 4 ruedas Sin violencia,395.0
2020,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9010,Álvaro Obregón,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9010,Álvaro Obregón,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9010,Álvaro Obregón,Robo de motocicleta Con violencia,48.0
2020,9010,Álvaro Obregón,Robo de motocicleta Sin violencia,87.0
2020,9010,Álvaro Obregón,Robo de tractores Con violencia,0.0
2020,9010,Álvaro Obregón,Robo de tractores Sin violencia,5.0
2020,9010,Álvaro Obregón,Sin violencia,3096.0
2020,9011,Tláhuac,Con violencia,675.0
2020,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9011,Tláhuac,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9011,Tláhuac,Robo de coche de 4 ruedas Con violencia,65.0
2020,9011,Tláhuac,Robo de coche de 4 ruedas Sin violencia,201.0
2020,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9011,Tláhuac,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9011,Tláhuac,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9011,Tláhuac,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9011,Tláhuac,Robo de motocicleta Con violencia,49.0
2020,9011,Tláhuac,Robo de motocicleta Sin violencia,73.0
2020,9011,Tláhuac,Robo de tractores Con violencia,1.0
2020,9011,Tláhuac,Robo de tractores Sin violencia,0.0
2020,9011,Tláhuac,Sin violencia,634.0
2020,9012,Tlalpan,Con violencia,902.0
2020,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9012,Tlalpan,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9012,Tlalpan,Robo de coche de 4 ruedas Con violencia,326.0
2020,9012,Tlalpan,Robo de coche de 4 ruedas Sin violencia,452.0
2020,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9012,Tlalpan,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9012,Tlalpan,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9012,Tlalpan,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9012,Tlalpan,Robo de motocicleta Con violencia,30.0
2020,9012,Tlalpan,Robo de motocicleta Sin violencia,83.0
2020,9012,Tlalpan,Robo de tractores Con violencia,2.0
2020,9012,Tlalpan,Robo de tractores Sin violencia,1.0
2020,9012,Tlalpan,Sin violencia,3015.0
2020,9013,Xochimilco,Con violencia,528.0
2020,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9013,Xochimilco,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9013,Xochimilco,Robo de coche de 4 ruedas Con violencia,122.0
2020,9013,Xochimilco,Robo de coche de 4 ruedas Sin violencia,332.0
2020,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9013,Xochimilco,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9013,Xochimilco,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9013,Xochimilco,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9013,Xochimilco,Robo de motocicleta Con violencia,39.0
2020,9013,Xochimilco,Robo de motocicleta Sin violencia,56.0
2020,9013,Xochimilco,Robo de tractores Con violencia,1.0
2020,9013,Xochimilco,Robo de tractores Sin violencia,0.0
2020,9013,Xochimilco,Sin violencia,1177.0
2020,9014,Benito Juárez,Con violencia,1279.0
2020,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9014,Benito Juárez,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9014,Benito Juárez,Robo de coche de 4 ruedas Con violencia,123.0
2020,9014,Benito Juárez,Robo de coche de 4 ruedas Sin violencia,423.0
2020,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9014,Benito Juárez,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9014,Benito Juárez,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9014,Benito Juárez,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9014,Benito Juárez,Robo de motocicleta Con violencia,29.0
2020,9014,Benito Juárez,Robo de motocicleta Sin violencia,88.0
2020,9014,Benito Juárez,Robo de tractores Con violencia,4.0
2020,9014,Benito Juárez,Robo de tractores Sin violencia,0.0
2020,9014,Benito Juárez,Sin violencia,5183.0
2020,9015,Cuauhtémoc,Con violencia,1960.0
2020,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia",0.0
2020,9015,Cuauhtémoc,"Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia",0.0
2020,9015,Cuauhtémoc,Robo de coche de 4 ruedas Con violencia,82.0
2020,9015,Cuauhtémoc,Robo de coche de 4 ruedas Sin violencia,250.0
2020,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Con violencia,0.0
2020,9015,Cuauhtémoc,Robo de embarcaciones pequeñas y grandes Sin violencia,0.0
2020,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Con violencia,0.0
2020,9015,Cuauhtémoc,Robo de herramienta industrial o agrícola Sin violencia,0.0
2020,9015,Cuauhtémoc,Robo de motocicleta Con violencia,22.0
2020,9015,Cuauhtémoc,Robo de motocicleta Sin violencia,152.0
2020,9015,Cuauhtémoc,Robo de tractores Con violencia,3.0
2020,9015,Cuauhtémoc,Robo de tractores Sin violencia,1.0
2020,9015,Cuauhtémoc,Sin violencia,7847.0
